id,X,Y,Maison
1,2459585.730814444,3984436.983484476,0
2,2459552.185229259,3985524.1418398255,42
3,2459627.2833660087,3984811.305906111,84
4,2459668.279347452,3985587.099823484,126
5,2459894.7845642576,3984429.775619871,168
6,2460156.1637019757,3984520.371395742,210
7,2460040.83419878,3985326.975234039,252
8,2460398.7954574707,3984791.490213797,294
9,2460438.6204884155,3983710.497902668,336
10,2460416.15591544,3985218.270789192,378
11,2460707.109512552,3983447.626971054,420
12,2460611.822397028,3984466.801761205,462
13,2460973.2158356234,3982995.605331625,504
14,2460980.1106268014,3984170.6886458346,546
15,2460894.2177948877,3986051.846030045,588
16,2461005.815062406,3983910.415356589,630
17,2461008.861423416,3985364.6900813114,672
18,2461051.665312247,3986413.0616602832,714
19,2461377.0570535664,3983919.6316830274,756
20,2461387.4162328835,3984611.53918551,798
21,2461280.64624596,3985475.360920414,840
22,2461474.436144516,3983252.849616183,882
23,2461580.6093938285,3983964.875953425,924
24,2461579.855813572,3984740.4027061462,966
25,2461457.7102527665,3985924.2556033344,1008
26,2461713.198959703,3983036.633566386,1050
27,2461703.620542436,3983423.452199484,1092
28,2461754.346191328,3984193.4016583688,1134
29,2461604.3890025923,3984455.558011389,1176
30,2461770.056602498,3984990.724173318,1218
31,2461771.307582916,3985545.9679471166,1260
32,2461871.766521532,3983000.9986043633,1302
33,2461870.3399912696,3983622.241602866,1344
34,2461972.887677915,3984087.070389929,1386
35,2461988.0739164585,3984796.5084095662,1428
36,2461840.721905306,3985175.486301837,1470
37,2461845.441450158,3985664.590858097,1512
38,2462132.4119061865,3983165.703434991,1554
39,2462024.358482143,3983930.769685923,1596
40,2462137.0500124395,3984379.040156332,1638
41,2462191.211145429,3986172.111083373,1680
42,2462278.929282151,3983701.0302813617,1722
43,2462312.038714031,3984364.009022812,1764
44,2462211.8229673384,3984701.530572467,1806
45,2462417.882667582,3983069.431329138,1848
46,2462404.229745396,3983756.1113320575,1890
47,2462470.067210178,3984347.210771469,1932
48,2462481.7423281143,3984850.027985428,1974
49,2462770.4386376697,3983224.604371451,2016
50,2462623.7688808893,3983889.773616537,2058
51,2462709.457956769,3984552.95707184,2100
52,2462617.642653605,3985432.1693905713,2142
53,2462830.6861891,3983434.55236414,2184
54,2462801.190878416,3984241.807012415,2226
55,2462889.123825596,3984914.539824625,2268
56,2462991.694034911,3985570.492698727,2310
57,2463031.1732644704,3984006.789211919,2352
58,2463184.142224897,3985313.5134655335,2394
59,2463230.544988236,3985042.7049965127,2436
60,2463575.4612813178,3985356.2140846527,2478
61,2463771.3065833705,3983862.6169019775,2520
62,2464040.6067979946,3983266.73922841,2562
