Commande,Heure,idMaison,Weight
0,21:08:28,1752,940
1,04:14:57,1016,710
2,10:35:41,2010,410
3,21:04:39,1040,160
4,20:17:07,2062,540
5,15:46:48,240,820
6,21:04:14,2567,260
7,23:20:18,1666,300
8,19:29:05,1859,220
9,10:38:47,1343,110
10,10:24:46,1822,400
11,14:48:14,1868,850
12,19:38:57,1446,840
13,20:18:16,935,770
14,10:50:50,2274,370
15,12:42:42,905,420
16,21:01:25,913,350
17,13:35:25,856,660
18,21:52:33,304,300
19,16:14:31,280,250
20,12:47:06,1587,650
21,14:33:28,1857,650
22,21:01:34,564,780
23,17:54:44,214,590
24,00:20:25,1801,930
25,12:45:08,606,460
26,08:45:25,1408,640
27,14:44:46,1178,700
28,10:55:08,448,670
29,14:10:43,535,740
30,12:54:43,1028,960
31,20:43:36,1314,230
32,21:03:11,2241,830
33,07:30:55,2149,620
34,09:57:00,285,220
35,02:56:08,547,370
36,14:29:52,57,410
37,09:32:57,2564,410
38,02:27:35,404,800
39,21:05:47,1310,390
40,16:06:20,2368,730
41,14:47:10,1595,880
42,20:05:48,1904,340
43,21:36:52,1312,460
44,17:40:29,668,540
45,12:57:32,1410,930
46,15:11:36,1215,300
47,16:57:33,2365,460
48,07:42:25,693,610
49,22:24:44,649,780
50,12:56:08,2042,790
51,13:04:28,795,230
52,12:05:21,1167,350
53,22:15:21,864,950
54,22:30:38,2398,100
55,18:49:08,2350,370
56,13:57:49,1090,580
57,21:39:54,233,950
58,18:52:56,1719,200
59,19:01:25,258,410
60,21:35:28,1745,580
61,23:11:36,1735,290
62,13:42:15,1158,870
63,15:19:41,2104,110
64,18:13:13,2111,320
65,11:51:22,728,910
66,18:18:53,2172,670
67,11:48:55,2318,310
68,15:00:45,2460,580
69,18:29:30,1580,640
70,21:51:45,1244,240
71,18:10:34,1768,690
72,19:00:13,2003,680
73,15:21:42,399,630
74,14:41:54,1624,280
75,23:17:55,314,740
76,13:05:51,1452,210
77,15:20:56,174,280
78,21:18:17,753,220
79,12:59:11,1736,410
80,14:08:30,1421,100
81,10:02:39,1881,440
82,22:30:45,1878,110
83,19:26:54,1113,100
84,22:12:25,2288,830
85,13:00:08,797,460
86,17:01:31,2397,640
87,08:27:45,798,290
88,12:30:12,760,640
89,15:22:02,2030,970
90,15:27:35,1425,520
91,09:46:29,532,770
92,21:16:59,1837,690
93,13:13:15,2275,580
94,20:47:44,1698,230
95,10:19:59,2512,130
96,14:00:55,1211,750
97,09:58:54,152,550
98,11:58:08,698,740
99,09:30:31,1561,330
