Commande,Heure,idMaison,Weight
0,09:23:05,1974,69
1,13:05:35,994,88
2,09:20:39,609,45
3,13:36:32,177,45
4,13:10:45,1084,38
5,19:16:08,570,71
6,09:55:52,1053,55
7,23:03:50,553,24
8,20:13:04,207,27
9,17:31:26,2271,35
10,09:27:28,342,11
11,17:00:45,1797,81
12,17:55:59,358,14
13,19:20:46,2251,21
14,21:14:15,1084,89
15,15:20:58,2439,49
16,12:33:15,2412,47
17,14:46:15,2358,85
18,20:37:23,391,90
19,21:18:31,120,34
20,15:27:52,2392,57
21,16:54:45,1026,81
22,23:10:23,1175,15
23,15:04:25,1043,83
24,16:04:01,2124,82
25,22:11:02,879,83
26,21:57:10,2112,58
27,09:14:41,555,33
28,09:12:28,567,78
29,19:35:04,1758,20
30,14:01:34,1379,17
31,09:41:32,2490,15
32,21:44:46,1873,35
33,20:53:18,1465,57
34,21:18:43,984,23
35,14:39:15,1141,92
36,16:34:14,802,42
37,21:38:27,1567,79
38,21:49:45,1791,50
39,11:36:46,1913,87
40,16:20:52,105,61
41,18:23:25,1437,55
42,12:18:04,256,62
43,16:44:10,889,99
44,11:43:44,1069,42
45,17:17:52,259,58
46,21:28:38,699,35
47,11:34:35,1684,43
48,16:50:28,2478,100
49,11:49:07,407,83
50,20:29:18,2421,100
51,20:59:20,242,61
52,18:31:34,1379,44
53,20:58:59,906,95
54,19:22:29,597,36
55,16:31:26,274,100
56,11:55:54,1607,32
57,12:10:31,528,69
58,16:59:48,291,87
59,17:10:02,2196,21
60,02:02:39,1414,50
61,20:47:38,408,71
62,15:30:42,372,99
63,13:49:27,273,22
64,08:35:27,2307,30
65,18:42:53,1933,89
66,19:31:05,1237,66
67,12:12:03,2286,22
68,14:33:17,2543,45
69,21:29:46,2072,96
70,18:12:48,1267,56
71,16:42:39,1118,19
72,20:52:19,511,67
73,14:46:18,402,36
74,16:44:10,839,23
75,17:11:21,2345,73
76,16:50:30,1387,69
77,16:02:56,1740,31
78,14:31:15,597,83
79,14:13:53,2249,73
80,22:19:59,310,97
81,17:18:26,41,48
82,12:40:32,2016,59
83,22:27:05,554,96
84,17:30:39,1168,11
85,20:48:47,2550,77
86,13:05:54,532,89
87,19:46:52,1583,10
88,17:23:30,314,17
89,17:39:34,1301,44
90,11:37:12,2435,86
91,21:48:58,494,68
92,09:10:24,259,59
93,20:11:17,629,11
94,19:08:33,238,94
95,16:02:29,411,62
96,12:33:02,816,18
97,19:32:32,2195,78
98,21:18:46,420,40
99,10:43:58,1068,80
100,00:00:29,1398,56
101,11:46:53,1280,50
102,19:26:09,995,22
103,20:31:52,1809,25
104,21:25:32,2543,92
105,14:22:30,104,12
106,22:31:30,1918,97
107,12:25:02,181,34
108,10:54:42,2110,20
109,21:43:38,2531,11
110,20:02:12,1577,66
111,07:25:02,870,89
112,21:55:55,1271,48
113,20:00:56,850,61
114,09:16:43,1077,33
115,11:33:56,1845,100
116,16:23:29,1028,97
117,18:02:11,2335,13
118,15:56:03,416,48
119,23:12:06,1497,94
120,20:01:21,356,59
121,06:29:40,1503,85
122,17:38:38,147,40
123,19:07:40,1209,60
124,17:14:22,1073,87
125,14:07:02,2562,55
126,15:53:16,1565,61
127,12:12:02,305,72
128,12:56:55,952,55
129,14:59:40,306,30
130,17:33:07,681,29
131,07:37:52,438,37
132,13:33:14,606,86
133,09:52:32,1296,50
134,11:14:21,921,65
135,11:19:12,533,46
136,20:43:30,1810,92
137,07:52:56,955,26
138,21:23:41,1051,73
139,10:23:04,51,55
140,18:00:25,863,43
141,11:12:03,1333,97
142,17:24:38,2019,37
143,20:43:23,1154,93
144,16:30:41,1145,53
145,08:09:38,12,57
146,14:43:30,2013,76
147,19:55:08,2441,61
148,15:22:50,1445,13
149,22:58:33,728,25
150,20:41:32,494,28
151,13:55:22,2016,62
152,01:52:20,395,13
153,22:01:01,132,16
154,20:41:40,2159,76
155,13:30:32,2144,43
156,11:20:49,775,51
157,22:04:25,2235,46
158,18:27:21,468,84
159,06:12:52,877,18
160,09:39:14,1799,40
161,21:19:37,2424,21
162,07:15:59,301,87
163,22:27:15,1536,80
164,08:06:22,336,33
165,15:47:57,886,100
166,13:41:13,647,29
167,21:28:13,1001,51
168,12:08:42,865,40
169,11:27:55,819,56
170,21:44:45,1613,30
171,15:17:35,217,57
172,20:52:40,1431,64
173,20:10:37,2280,37
174,12:52:17,1355,62
175,14:31:17,346,91
176,19:45:08,531,85
177,16:48:55,1625,13
178,17:47:13,2505,61
179,20:43:54,1485,65
180,07:52:59,1610,50
181,18:20:03,1206,73
182,17:46:18,174,25
183,20:50:53,1603,48
184,08:38:22,1502,97
185,20:44:09,276,53
186,13:50:51,39,84
187,22:53:02,666,61
188,21:20:15,1632,52
189,19:07:35,1563,61
190,08:35:10,184,97
191,15:45:17,517,97
192,11:51:51,176,11
193,15:39:14,294,47
194,18:03:21,2496,17
195,16:52:33,2430,45
196,18:55:43,1726,34
197,19:39:03,733,42
198,11:46:22,1481,93
199,15:13:24,2171,59
200,14:17:19,1166,45
201,10:25:01,1589,54
202,12:38:15,2439,75
203,13:52:33,2036,13
204,22:37:05,189,17
205,19:22:29,2126,36
206,14:55:19,856,32
207,20:22:45,1613,75
208,18:18:05,1069,98
209,10:25:52,1988,58
210,19:24:59,869,30
211,10:21:24,2086,22
212,20:44:25,435,77
213,20:27:47,912,13
214,07:44:11,1745,93
215,09:31:02,1203,34
216,12:57:48,499,62
217,20:52:42,1229,54
218,19:52:46,1950,85
219,23:00:20,1286,48
220,20:37:06,1836,18
221,21:36:17,2410,65
222,13:21:00,1878,84
223,12:47:52,1311,57
224,21:36:56,98,75
225,13:27:26,2024,23
226,23:36:30,315,98
227,16:25:11,1374,29
228,18:53:06,1159,60
229,22:40:16,316,78
230,12:15:17,752,41
231,16:41:48,2525,36
232,08:56:21,1478,62
233,14:32:19,1814,49
234,18:34:20,2522,63
235,15:15:40,1933,79
236,21:36:19,105,90
237,20:53:50,249,64
238,23:26:59,2038,96
239,14:23:16,811,94
240,21:32:34,1392,45
241,13:06:00,1849,100
242,09:22:08,1249,61
243,05:15:40,123,85
244,09:27:59,2251,41
245,14:53:45,2173,36
246,19:29:39,69,17
247,11:13:38,966,50
248,21:25:58,2019,95
249,20:41:59,2439,64
250,18:37:28,1013,51
251,14:31:23,1810,72
252,19:10:05,75,73
253,16:57:52,1458,20
254,17:45:03,1381,93
255,22:37:21,968,24
256,09:49:17,587,37
257,15:50:56,2092,67
258,19:11:12,2552,14
259,16:20:04,2537,37
260,18:21:49,1708,39
261,16:16:50,358,16
262,18:40:14,949,38
263,12:52:54,1836,46
264,22:00:02,2228,50
265,20:16:12,139,44
266,14:54:39,424,38
267,21:41:34,1450,39
268,14:07:44,1246,62
269,19:05:45,1616,36
270,14:16:56,188,61
271,15:42:51,437,71
272,11:46:05,1703,43
273,13:53:16,1770,35
274,17:13:37,883,12
275,18:23:21,1650,65
276,20:43:00,220,13
277,10:01:41,146,67
278,10:06:29,880,76
279,09:41:53,994,58
280,11:32:38,275,20
281,15:22:50,1769,37
282,09:40:51,1556,58
283,21:18:04,731,25
284,06:22:03,1877,79
285,13:22:45,323,12
286,10:41:26,552,47
287,06:59:23,256,17
288,12:09:38,331,83
289,20:23:57,51,39
290,12:32:31,1228,60
291,08:30:55,2454,65
292,22:42:06,141,66
