Commande,Heure,idMaison,Weight
0,12:05:01,2383,93
1,13:44:21,1305,85
2,19:03:57,709,39
3,17:12:25,2165,31
4,17:32:03,787,82
5,18:09:53,1370,92
6,11:58:54,1190,65
7,11:00:13,2397,100
8,21:22:13,1909,33
9,13:13:11,2549,42
10,13:59:38,2316,24
11,14:12:58,1188,42
12,19:51:26,838,42
13,14:05:11,2409,10
14,12:42:53,1410,100
15,07:50:46,1896,51
16,22:10:24,1440,59
17,11:16:26,926,15
18,20:50:22,593,19
19,14:38:13,859,48
20,13:18:39,1292,14
21,17:39:22,69,64
22,10:05:17,246,74
23,09:56:55,1731,68
24,19:38:19,1994,24
25,10:41:25,1460,70
26,05:14:52,538,91
27,19:42:08,909,29
28,15:05:57,2059,71
29,01:04:12,773,59
30,17:28:43,1453,44
31,17:08:38,556,86
32,17:27:37,1077,40
33,19:59:38,325,41
34,20:55:56,1683,83
35,14:38:45,518,57
36,20:56:19,1155,16
37,12:07:47,2278,60
38,20:28:11,950,21
39,18:00:09,840,18
40,08:39:49,1600,24
41,20:48:24,1239,15
42,12:00:21,2389,13
43,19:41:11,1916,37
44,13:44:52,2498,34
45,10:46:20,2031,24
46,18:59:21,1813,100
47,09:17:09,1365,61
48,08:04:41,1327,48
49,10:54:55,1879,93
50,11:38:45,1206,93
51,16:07:28,1873,72
52,11:34:42,1238,60
53,20:16:58,2074,10
54,15:16:08,1355,76
55,19:02:04,1379,83
56,18:09:00,1603,90
57,14:53:05,322,75
58,15:10:31,1524,10
59,19:02:45,1700,68
60,18:31:07,1548,54
61,06:28:40,509,99
62,20:40:37,263,30
63,14:55:46,652,34
64,17:49:14,1698,80
65,10:44:16,911,44
66,08:12:49,1673,12
67,10:47:55,29,89
68,19:33:45,2501,78
69,11:03:29,799,48
70,18:23:25,631,21
71,23:40:06,220,42
72,21:04:00,278,22
73,10:56:18,1388,42
74,15:20:00,548,52
75,21:14:33,307,78
76,16:53:24,460,80
77,23:29:04,1290,35
78,13:08:41,589,39
79,13:42:49,2324,22
80,19:22:13,253,62
81,12:26:04,575,31
82,21:18:03,2028,94
83,13:22:25,34,31
84,14:17:57,370,87
85,00:13:33,185,93
86,10:59:09,2170,49
87,17:10:52,2542,90
88,13:39:53,764,87
89,12:23:47,594,30
90,10:38:53,1221,42
91,22:28:32,646,24
92,20:29:44,2024,53
93,09:38:27,166,92
94,20:55:30,471,54
95,12:57:44,726,38
96,09:38:11,1885,37
