Commande,Heure,idMaison,Weight
0,10:14:12,1072,85
1,15:29:08,11,86
2,22:26:17,1906,16
3,01:35:50,1248,82
4,14:46:54,1976,67
5,17:00:39,204,48
6,18:16:16,988,85
7,10:36:14,936,93
8,17:26:06,1157,98
9,14:49:55,21,96
10,13:54:46,1247,66
11,14:45:38,1323,68
12,15:34:02,197,54
13,11:47:20,2290,94
14,20:24:04,2500,45
15,18:41:36,216,31
16,14:17:24,184,64
17,13:05:00,1187,10
18,12:05:09,477,80
19,19:43:17,953,32
20,22:17:25,199,20
21,21:10:49,2005,91
22,12:48:40,422,52
23,07:08:34,995,38
24,16:10:06,1192,28
25,21:45:10,448,99
26,09:06:57,2547,59
27,11:55:08,1579,26
28,17:21:47,1173,56
29,16:32:15,1087,67
30,21:02:29,363,47
31,19:42:57,2231,94
32,20:12:36,445,97
33,12:15:18,2477,42
34,16:07:28,1997,76
35,23:12:51,251,19
36,22:26:55,1520,77
37,10:16:10,1787,31
38,15:37:34,1989,77
39,17:53:49,585,23
40,23:45:26,2280,64
41,18:09:17,1539,75
42,15:22:30,371,59
43,20:11:56,1393,35
44,12:57:23,11,83
45,09:08:18,1166,36
46,15:12:14,2488,95
47,16:43:55,526,50
48,19:00:46,136,43
49,15:27:09,1430,35
50,07:08:41,561,97
51,17:37:29,60,61
52,08:12:18,1523,25
53,17:05:55,2307,85
54,17:17:09,1854,73
55,13:01:49,2279,42
56,18:25:34,1889,34
57,12:05:13,558,65
58,20:05:58,1290,29
59,11:24:01,542,21
60,18:14:26,1654,59
61,11:58:06,1924,18
62,13:28:56,1043,25
63,09:51:06,448,86
64,18:35:02,2559,16
65,15:37:32,1987,43
66,13:49:51,939,60
67,13:38:05,590,60
68,10:13:39,2563,93
69,20:38:39,216,53
70,14:45:32,896,93
71,12:38:58,2542,72
72,11:36:17,1233,57
73,17:28:51,2226,32
74,09:02:10,2343,60
75,17:28:45,2023,21
76,14:52:22,2499,62
77,21:21:22,628,56
78,18:35:03,2245,54
79,07:33:44,1985,94
80,13:12:34,354,86
81,16:16:01,1682,94
82,20:24:51,874,53
83,09:13:43,1256,56
84,15:31:34,999,38
