Commande,Heure,idMaison,Weight
0,13:47:18,1223,57
1,14:31:29,1122,80
2,17:30:07,2317,55
3,13:03:54,556,82
4,14:47:41,1209,11
5,21:51:21,2260,53
6,16:58:04,359,62
7,23:20:05,1266,31
8,11:36:02,1396,81
9,17:22:37,2294,14
10,08:04:42,1704,20
11,21:50:55,421,94
12,08:22:15,1259,51
13,15:03:55,1070,27
14,18:27:18,1499,79
15,22:03:15,2557,11
16,13:19:26,936,44
17,21:26:08,954,39
18,20:28:06,2227,31
19,09:26:57,911,32
20,20:33:50,2144,49
21,12:58:45,1432,61
22,20:56:57,943,27
23,19:45:28,1802,18
24,19:34:53,688,75
25,18:57:35,1791,98
26,15:54:48,1879,41
27,12:20:10,2450,95
28,15:11:45,525,14
29,14:39:47,1994,28
30,16:05:34,184,95
31,09:52:02,1394,37
32,08:22:23,259,94
33,10:11:39,2459,87
34,11:59:29,1578,61
35,10:44:07,531,28
36,17:10:31,2165,79
37,14:39:11,978,56
38,20:44:52,923,19
39,16:40:19,1369,77
40,10:46:42,1426,34
41,21:18:59,349,41
42,20:53:38,512,48
43,11:47:12,985,67
44,15:04:18,1878,90
45,19:18:52,989,47
46,15:19:23,863,63
47,17:34:22,269,45
48,17:54:48,1088,54
49,19:28:26,394,16
50,13:08:49,357,53
51,20:22:17,701,34
52,16:14:53,166,19
53,13:34:43,1488,19
54,14:17:59,539,13
55,22:40:05,350,36
56,03:17:44,1165,38
57,18:33:23,1355,49
58,21:05:43,653,36
59,15:51:20,934,67
60,23:40:14,1969,61
61,14:47:47,2194,74
62,22:22:16,2408,31
63,22:23:06,1827,65
64,11:13:32,100,77
65,11:36:11,355,26
66,12:59:59,1825,95
67,13:57:15,805,17
68,10:04:33,218,79
69,09:23:31,328,19
70,14:01:43,342,75
71,14:20:38,2440,84
72,18:09:26,618,22
73,08:37:37,1412,59
74,14:22:28,1980,68
75,06:21:48,1378,47
76,21:47:22,576,14
77,00:33:13,56,35
78,20:08:33,2147,67
79,11:05:18,832,22
80,14:12:09,1837,47
81,13:30:01,2169,98
82,14:48:13,1551,96
83,10:02:04,917,37
84,23:22:44,1477,97
85,19:42:11,1465,46
86,21:34:49,574,69
87,11:09:48,2076,75
88,18:09:35,1463,77
89,15:38:14,2410,10
90,08:59:10,2511,36
91,14:42:21,413,53
92,22:55:11,1798,20
93,10:52:53,2182,100
94,01:12:53,777,64
95,12:39:00,831,39
96,09:16:32,2486,79
97,16:27:39,1747,75
98,21:53:38,2004,75
99,20:38:58,325,17
100,16:35:59,1518,96
101,08:39:24,1020,54
102,19:41:15,1168,25
103,22:45:23,1248,44
104,11:48:37,1720,56
105,00:12:08,170,88
106,22:41:56,1452,12
107,02:08:02,2425,52
108,00:25:21,1751,26
109,22:26:42,13,18
