Commande,Heure,idMaison,Weight
0,22:06:21,1964,68
1,10:51:38,2047,99
2,14:59:37,2286,35
3,17:25:36,28,78
4,16:26:30,1499,33
5,18:56:01,2092,81
6,22:20:46,192,17
7,19:00:16,357,74
8,14:48:09,2372,82
9,13:49:00,2407,82
10,09:24:04,1631,24
11,16:29:14,337,62
12,11:33:46,1349,46
13,19:05:07,2391,37
14,21:58:27,1290,46
15,12:24:50,245,15
16,16:09:35,744,79
17,19:00:02,433,27
18,13:00:30,2247,90
19,12:27:50,547,39
20,11:57:49,89,86
21,22:14:38,104,39
22,22:25:58,2009,93
23,08:41:14,1909,54
24,16:25:06,1383,85
25,22:26:18,503,77
26,09:45:42,1362,10
27,23:22:43,2347,63
28,19:21:52,1495,14
29,19:00:22,1411,25
30,15:58:29,2303,13
31,21:31:27,1890,52
32,11:05:50,1148,79
33,12:11:54,2090,22
34,12:58:05,1119,96
35,11:33:18,1281,72
36,19:21:33,2231,76
37,16:36:49,1061,25
38,19:20:39,2062,53
39,13:53:48,2415,35
40,19:43:50,1714,71
41,10:47:27,1568,52
42,13:22:34,2311,72
43,23:48:23,2142,50
44,09:29:45,1650,51
45,17:44:12,818,36
46,07:32:39,1687,55
47,20:59:31,1030,57
48,19:07:59,1971,18
49,08:33:46,267,85
50,16:17:59,2531,36
51,15:48:58,730,75
52,14:34:27,59,96
53,17:45:05,2522,11
54,21:16:19,1326,85
55,17:36:57,158,89
56,19:57:12,1933,89
57,20:09:57,1468,47
58,15:27:57,1948,35
59,16:45:09,983,46
60,17:55:40,2217,67
61,16:32:45,2216,100
62,12:39:51,684,42
63,16:37:56,1233,73
64,16:56:54,2229,69
65,20:57:08,26,66
66,11:32:36,74,40
67,13:54:29,75,86
68,14:48:45,1423,76
69,09:47:51,690,88
70,08:47:27,683,35
71,21:20:23,1727,70
72,21:44:44,1656,81
73,11:11:12,2013,73
74,21:32:22,1471,61
75,14:34:34,1175,91
76,16:41:08,2124,99
77,14:21:04,2203,65
78,21:21:00,1666,61
79,21:36:58,85,35
80,08:11:40,2484,72
81,13:09:54,607,27
82,16:27:23,2149,30
83,17:17:47,1530,90
84,20:33:00,1210,35
85,10:56:57,2402,95
86,18:59:44,1823,12
87,20:05:37,2224,47
88,16:05:49,1260,25
89,11:08:13,129,30
90,23:20:53,983,46
91,11:00:05,2418,30
92,20:41:55,1096,20
93,10:33:09,1222,67
94,12:56:52,2467,65
95,17:29:46,672,53
96,19:03:10,2173,75
97,18:09:18,883,71
98,16:57:45,1565,36
99,21:02:17,1271,29
100,19:10:35,1848,12
101,12:12:41,496,88
102,14:31:58,1477,50
103,17:35:50,856,19
104,18:13:25,1090,40
105,18:05:54,2242,10
106,11:06:26,910,60
107,09:59:43,269,82
108,10:31:28,162,36
109,11:31:21,145,37
110,20:07:58,75,42
111,11:44:46,1306,100
112,21:40:40,2511,42
113,15:23:55,1847,74
114,01:12:22,1719,20
115,06:20:25,2282,61
116,15:09:50,1265,56
117,22:32:03,202,89
118,19:40:08,380,32
119,22:31:49,1104,42
120,20:11:04,474,35
121,07:34:12,1512,67
122,18:03:44,2150,54
123,10:46:32,266,94
124,14:39:36,396,100
125,17:36:15,2054,43
126,18:15:18,655,15
127,19:08:06,2118,52
128,18:32:32,883,15
129,19:24:59,1281,39
130,18:34:29,62,38
131,13:34:09,2523,43
132,20:53:03,1007,46
133,14:17:07,427,22
134,13:48:18,1030,82
135,13:58:52,1865,47
136,20:26:10,810,58
137,17:58:06,2252,33
138,18:52:16,1388,34
139,02:06:12,338,93
140,18:04:08,1723,95
141,17:48:08,1677,37
142,12:46:10,1475,53
143,13:21:00,590,29
144,12:34:19,1808,17
145,14:59:57,58,94
146,08:25:04,1818,73
147,17:21:44,208,95
148,18:48:20,933,34
149,13:24:12,1135,16
150,08:10:02,890,13
151,20:55:04,2188,94
152,22:14:37,2254,38
153,22:08:06,2353,33
154,14:41:37,1842,45
155,13:18:27,1783,52
156,23:29:05,810,82
157,21:16:55,1793,65
158,21:54:56,2363,42
159,21:31:54,91,65
160,10:36:04,998,20
161,09:14:36,1851,53
162,11:32:30,2483,44
163,14:07:46,494,21
164,18:49:28,1351,70
165,17:06:58,1251,50
166,11:39:03,1971,25
167,12:01:51,1711,82
168,17:08:06,244,29
169,06:59:33,759,70
170,23:59:33,264,98
171,12:47:00,2112,29
172,16:47:06,2138,67
173,15:56:18,987,56
174,10:39:25,1793,30
175,21:41:30,1779,64
176,13:04:42,1224,34
177,16:44:47,2007,41
178,16:10:47,1568,47
179,09:54:40,1684,38
180,17:34:45,148,52
181,19:28:22,1578,10
182,13:38:19,233,36
183,07:04:05,1977,90
184,23:27:31,1161,87
185,10:41:26,1434,46
186,11:01:28,1930,98
187,22:24:41,2466,14
188,01:53:39,779,54
189,15:52:57,1179,90
190,19:49:45,987,63
191,21:26:00,1269,35
192,22:00:13,368,26
193,20:51:20,2461,95
194,21:27:45,1451,50
195,09:59:04,1543,58
196,21:41:47,2203,15
197,20:23:26,1774,73
198,18:13:42,2544,33
199,10:20:25,388,47
200,16:28:55,849,45
201,20:59:05,805,31
202,11:01:34,1009,97
203,11:04:56,93,47
204,23:04:52,641,17
205,13:34:07,2019,24
206,13:30:24,210,60
207,19:52:08,2339,33
208,18:12:03,1428,59
209,15:00:46,990,25
210,12:46:20,2067,19
211,15:44:08,833,81
212,19:27:43,1492,36
213,09:52:13,606,15
214,11:57:39,1063,10
215,17:55:27,2295,82
216,13:01:47,2053,19
217,15:08:32,1566,27
218,19:38:06,2365,24
219,17:19:14,719,67
220,19:28:25,1049,93
221,00:12:54,2140,60
222,22:09:21,2188,53
223,12:36:19,720,18
224,09:11:32,1991,58
225,00:00:38,1771,42
226,21:09:11,1152,97
227,07:36:42,649,97
228,20:44:43,687,89
229,06:34:04,598,24
230,19:12:09,1436,70
231,21:21:08,39,27
232,08:42:26,1756,95
233,10:59:45,561,86
234,15:08:20,2493,35
235,20:50:41,2447,38
236,15:11:04,2065,73
237,17:37:43,2554,89
238,21:31:02,991,42
239,20:53:37,2256,71
240,21:56:00,585,83
241,18:42:35,836,73
242,12:42:39,1074,79
243,22:50:47,1505,30
244,09:48:03,718,31
245,14:02:04,349,88
246,22:29:13,2447,15
247,18:20:48,1263,40
248,12:11:48,2306,35
249,08:26:10,71,81
250,18:35:41,2049,32
251,11:36:39,1007,45
252,16:34:35,777,59
253,11:27:31,312,25
254,18:04:33,1776,79
255,19:06:02,1448,83
256,11:37:39,2434,78
257,21:53:37,2401,21
258,11:23:38,1167,52
259,12:34:13,1262,72
260,10:43:57,2009,88
261,10:55:12,2458,57
262,12:15:00,2379,30
263,10:33:10,170,58
264,15:58:32,687,71
265,15:59:15,527,38
266,21:32:38,1482,24
267,08:37:30,1080,60
268,16:55:02,736,48
269,18:07:58,2415,26
270,11:05:58,1909,27
271,18:52:58,311,64
272,22:54:09,1572,57
273,19:32:40,860,51
274,15:43:01,977,75
275,20:23:06,2341,78
276,19:40:36,1658,76
277,09:47:23,166,82
278,06:47:00,2347,48
279,22:18:48,1892,59
280,23:42:40,1988,56
281,13:05:28,2013,68
282,12:07:01,1202,40
283,16:16:39,1140,36
284,07:53:18,1159,23
285,20:59:31,1536,55
286,22:30:59,2102,25
287,17:40:45,755,55
288,08:31:13,1597,63
289,17:19:08,1847,65
290,07:38:24,2371,86
291,10:56:13,2563,54
292,20:23:06,2291,39
293,22:06:05,1115,24
294,13:25:51,593,25
295,20:48:15,1665,87
296,11:58:55,2364,31
297,22:24:26,896,91
298,14:01:08,2097,51
299,22:36:08,471,12
300,21:51:43,75,31
301,20:42:01,140,29
302,00:16:50,1210,35
303,20:31:18,571,87
304,19:14:26,2374,36
305,18:17:51,2363,23
306,16:40:21,458,64
307,21:12:00,1207,26
308,14:24:27,1896,32
309,11:03:52,711,71
310,13:02:01,2353,78
311,16:03:59,916,22
312,19:15:43,809,11
313,16:59:47,882,29
314,15:35:01,1105,56
315,11:45:22,482,15
316,18:23:31,1662,14
317,10:53:40,2269,36
318,07:46:28,919,63
319,20:31:20,1034,14
320,14:13:06,994,35
321,17:15:08,1217,21
322,19:29:32,2051,33
323,13:31:57,1186,100
324,08:49:46,1140,14
325,14:49:51,1977,68
326,16:37:20,346,10
327,15:10:49,2308,79
328,21:27:14,908,10
329,14:18:43,293,59
330,17:14:25,246,50
331,09:55:09,593,62
332,16:58:46,849,39
333,09:25:52,2330,99
334,21:27:28,1945,72
335,16:37:04,1437,76
336,18:41:46,2185,52
337,18:43:00,973,87
338,23:44:48,1910,99
339,21:38:45,1741,100
340,08:12:59,1741,74
341,21:04:20,1759,45
342,23:14:11,1441,79
343,13:00:58,1619,52
344,06:23:37,1193,27
345,09:26:02,1068,40
346,18:43:28,439,41
347,07:56:42,2333,77
348,12:47:00,2420,72
349,16:00:31,2114,28
350,14:03:31,1276,39
351,19:37:17,1215,81
352,02:41:24,1568,94
353,19:35:55,1952,98
354,11:20:06,1721,48
355,01:56:57,1128,31
356,17:22:39,1469,89
357,23:28:58,492,46
358,21:22:16,2358,76
359,12:11:42,718,29
360,15:16:57,109,81
361,08:48:23,1227,81
362,13:52:39,2534,33
363,21:32:40,596,26
364,13:57:31,1102,92
365,12:08:45,961,77
366,12:58:12,1530,100
367,07:56:43,2440,76
368,17:21:06,1724,23
369,10:24:43,2235,83
370,14:22:37,1068,65
371,15:15:09,770,66
372,06:47:19,1958,19
373,08:50:28,562,47
374,07:55:17,2339,57
375,11:43:05,2003,70
376,19:11:42,2343,96
377,10:20:19,201,14
378,10:12:16,999,67
379,18:29:08,1087,10
380,22:42:19,2004,24
381,18:01:07,1302,15
382,21:20:27,2503,11
383,06:47:11,2479,70
384,14:04:50,2374,100
385,10:48:42,1477,88
386,16:29:37,2278,27
387,08:27:30,2096,11
388,19:02:19,520,61
389,17:25:49,1912,50
390,10:16:04,868,14
391,06:32:05,1845,83
392,16:44:32,75,82
393,22:57:31,55,20
394,07:28:38,1329,20
395,16:01:26,1210,12
396,12:05:06,385,70
397,23:30:48,1243,26
398,17:41:04,1390,36
399,16:01:20,1145,52
