data;

param nb_p := 73;
param nb_d := 20;
param nb_h := 51;
param autonomy_max := 1764;
param recharge_time := 3;

param delivery_time := 1 194
2 220
3 216
4 160
5 143
6 198
7 150
8 84
9 218
10 58
11 124
12 51
13 111
14 80
15 254
16 13
17 105
18 257
19 52
20 87
21 212
22 121
23 82
24 63
25 118
26 213
27 119
28 102
29 109
30 120
31 228
32 123
33 113
34 227
35 127
36 121
37 242
38 165
39 155
40 171
41 187
42 181
43 214
44 221
45 197
46 245
47 229
48 252
49 284
50 337
51 328;

param orders := 1 1
2 1
3 1
4 2
5 2
6 3
7 3
8 3
9 5
10 7
11 8
12 9
13 9
14 9
15 10
16 11
17 11
18 11
19 12
20 13
21 14
22 15
23 15
24 22
25 22
26 22
27 24
28 25
29 27
30 27
31 28
32 28
33 28
34 29
35 29
36 29
37 30
38 30
39 30
40 31
41 31
42 33
43 33
44 33
45 34
46 35
47 35
48 36
49 36
50 36
51 37
52 37
53 39
54 39
55 39
56 41
57 42
58 42
59 42
60 43
61 46
62 46
63 46
64 47
65 47
66 48
67 49
68 49
69 49
70 50
71 50
72 51
73 51;

end;
