data;

param nb_p := 111;
param nb_d := 20;
param nb_h := 72;
param autonomy_max := 1764;
param recharge_time := 3;

param delivery_time := 1 194
2 255
3 187
4 206
5 177
6 173
7 123
8 188
9 128
10 207
11 100
12 178
13 85
14 82
15 151
16 67
17 204
18 111
19 53
20 153
21 118
22 43
23 50
24 123
25 219
26 79
27 41
28 84
29 198
30 148
31 100
32 76
33 64
34 63
35 118
36 164
37 235
38 112
39 96
40 88
41 109
42 121
43 181
44 176
45 117
46 95
47 130
48 182
49 141
50 128
51 142
52 242
53 169
54 162
55 141
56 168
57 218
58 173
59 173
60 193
61 242
62 219
63 196
64 210
65 228
66 238
67 245
68 274
69 284
70 309
71 302
72 356;

param orders := 1 1
2 1
3 2
4 2
5 2
6 3
7 3
8 3
9 5
10 5
11 6
12 6
13 7
14 9
15 10
16 10
17 11
18 11
19 12
20 13
21 13
22 13
23 14
24 14
25 14
26 15
27 15
28 15
29 16
30 16
31 17
32 17
33 18
34 18
35 19
36 19
37 21
38 21
39 22
40 22
41 22
42 24
43 24
44 24
45 25
46 25
47 25
48 26
49 26
50 28
51 28
52 28
53 30
54 30
55 38
56 39
57 39
58 39
59 40
60 40
61 41
62 41
63 41
64 42
65 42
66 42
67 44
68 46
69 46
70 46
71 47
72 47
73 49
74 50
75 51
76 53
77 54
78 54
79 55
80 55
81 55
82 56
83 56
84 56
85 57
86 58
87 58
88 58
89 59
90 59
91 59
92 60
93 60
94 61
95 61
96 61
97 62
98 62
99 64
100 64
101 64
102 65
103 66
104 66
105 67
106 67
107 67
108 68
109 68
110 70
111 72;

end;
