data;

param nb_p := 65;
param nb_d := 20;
param nb_h := 41;
param autonomy_max := 1764;
param recharge_time := 3;

param delivery_time := 1 194
2 192
3 240
4 142
5 188
6 176
7 175
8 57
9 122
10 204
11 65
12 225
13 19
14 114
15 87
16 52
17 253
18 105
19 64
20 98
21 223
22 105
23 70
24 117
25 251
26 97
27 131
28 141
29 135
30 192
31 151
32 189
33 178
34 177
35 225
36 196
37 228
38 230
39 249
40 307
41 357;

param orders := 1 1
2 1
3 2
4 2
5 4
6 4
7 4
8 7
9 7
10 8
11 8
12 8
13 9
14 9
15 10
16 10
17 10
18 12
19 12
20 12
21 13
22 13
23 13
24 15
25 16
26 16
27 17
28 18
29 19
30 19
31 19
32 20
33 21
34 22
35 23
36 23
37 23
38 24
39 24
40 24
41 27
42 27
43 28
44 28
45 28
46 29
47 29
48 29
49 30
50 30
51 32
52 32
53 32
54 33
55 33
56 33
57 34
58 34
59 35
60 35
61 37
62 37
63 38
64 38
65 38;

end;
