data;

param nb_p := 133;
param nb_d := 20;
param nb_h := 81;
param autonomy_max := 1764;
param recharge_time := 3;

param delivery_time := 1 194
2 232
3 192
4 211
5 240
6 161
7 142
8 141
9 188
10 128
11 176
12 88
13 175
14 180
15 57
16 171
17 122
18 51
19 204
20 119
21 65
22 133
23 225
24 96
25 19
26 72
27 114
28 219
29 87
30 43
31 52
32 159
33 253
34 141
35 105
36 73
37 64
38 68
39 98
40 132
41 223
42 140
43 105
44 95
45 70
46 109
47 117
48 164
49 251
50 123
51 97
52 113
53 131
54 165
55 141
56 134
57 135
58 162
59 192
60 167
61 151
62 143
63 189
64 218
65 178
66 170
67 177
68 229
69 225
70 205
71 196
72 229
73 228
74 233
75 230
76 264
77 249
78 268
79 307
80 341
81 357;

param orders := 1 1
2 2
3 2
4 2
5 3
6 3
7 3
8 5
9 5
10 6
11 6
12 7
13 7
14 8
15 8
16 8
17 9
18 11
19 11
20 12
21 12
22 12
23 13
24 13
25 13
26 14
27 14
28 14
29 15
30 16
31 18
32 18
33 19
34 23
35 23
36 23
37 24
38 24
39 26
40 27
41 27
42 28
43 28
44 29
45 29
46 29
47 30
48 30
49 32
50 32
51 32
52 33
53 33
54 35
55 36
56 36
57 37
58 38
59 39
60 40
61 40
62 41
63 41
64 42
65 42
66 43
67 43
68 43
69 45
70 45
71 46
72 46
73 46
74 48
75 49
76 49
77 50
78 50
79 53
80 54
81 55
82 56
83 56
84 57
85 58
86 58
87 58
88 60
89 60
90 61
91 61
92 61
93 63
94 63
95 63
96 64
97 64
98 64
99 65
100 65
101 65
102 66
103 66
104 68
105 68
106 68
107 69
108 69
109 69
110 70
111 70
112 70
113 71
114 72
115 72
116 72
117 73
118 73
119 74
120 75
121 75
122 75
123 76
124 76
125 77
126 77
127 77
128 79
129 79
130 80
131 80
132 81
133 81;

end;
